dataset,subset_dataset,variant,query_index,question,repair_em,repair_f1,repair_empty_answer,setr_em,setr_f1,dbec_em,dbec_f1,rank_fill5_available,rank_fill5_em,rank_fill5_f1,delta_em_vs_setr,delta_f1_vs_setr,delta_em_vs_dbec,delta_f1_vs_dbec,delta_em_vs_rank_fill5,delta_f1_vs_rank_fill5,accepted_repair_count,accepted_repair_titles_json,offline_final_support_recall,offline_final_support_complete,offline_rank_support_recall,offline_rank_support_complete,offline_net_gold_delta_vs_rank,offline_harmful_replacement
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,402,Who is the wife of the man who produced the documentary of the pop star who influenced Beyonce?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,413,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Acura Legend""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,438,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,"[""Balfour Declaration""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,441,Who owns the record label of the Every Turn of the World performer?,0.0,0.0,0,0.0,0.4,0.0,0.0,1,0.0,0.4,0.0,-0.4,0.0,0.0,0.0,-0.4,1,"[""American Idol""]",0.3333333333333333,0,0.3333333333333333,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,453,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?",0.0,0.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1,"[""States of Germany""]",0.75,0,0.75,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,476,What does seal stand for in the seals of the service operating list of destroyer classes of the operator of USS Peril?,0.0,0.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"[""List of destroyer classes of the Royal Navy""]",0.6666666666666666,0,1.0,1,-1,1
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Sports league ranking""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,493,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,0.0,0.4,0,0.0,0.4,0.0,0.4,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,502,Who is the owner of the record label that the performer of Better Than Me is signed with?,0.0,0.6666666666666666,0,0.0,0.4,0.0,0.6667,1,1.0,1.0,0.0,0.2666666666666666,0.0,-3.333333333332966e-05,-1.0,-0.33333333333333337,1,"[""MCA Records""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,503,What is the administrative territorial entity that contains the location of Eric Marcus Municipal Airport PBS station?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""ISO 3166-2:AD""]",0.6666666666666666,0,1.0,1,-1,1
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,515,Where did the arguer that Nadezhda Tkachenko's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Imperialism""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,520,What is the seat of the county sharing a border with the county in which Amy McKenzie was born?,0.0,0.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"[""Kaunas County""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?",0.0,0.0,0,0.0,0.0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,1,"[""New York City (You're a Woman)""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,545,In what region of the country where Lam Dong is located is John Phan's birthplace?,1.0,1.0,0,0.0,0.4,0.0,0.4,1,1.0,1.0,1.0,0.6,1.0,0.6,0.0,0.0,1,"[""Central Highlands (Tasmania)""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,559,"What was Nintendo's limit on games per developer per year on the platform, also known by a three letter abbreviation, of the video game Xexyz?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,"[""Xbox 360""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""New York City""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Stirling City Choir""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Imperialism""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,604,Arie Supriyatna's birth country was one participant in a Commission of Truth and Friendship. Who is the president of the other country that participated?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Arie Supriyatna""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,608,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Live from Austin, TX (Eric Johnson album)""]",0.75,0,0.5,0,1,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,-0.18181818181818182,1,"[""2018 Asia Cup""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,0.0,0.4,0,0.0,0.5,0.0,0.4,1,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.4,1,"[""United States""]",0.3333333333333333,0,0.3333333333333333,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,651,What was the 1900 population of the city located within the county that also contains Helvetia?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Pima County Natural Resources, Parks and Recreation""]",1.0,1,0.6666666666666666,0,1,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,658,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.75,0,0.75,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Indiana""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Colorado Territory""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,674,In what region of the country where An Phu is located is John Phan's birthplace?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,[],1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Kaunas County""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,694,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Dextrous?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""List of destroyer classes of the Royal Navy""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,697,What country had the Border Troops of the republic known for the literature of the country of citizenship of Ilona Richter?,0.0,0.6666666666666666,0,1.0,1.0,0.0,0.4,1,1.0,1.0,-1.0,-0.33333333333333337,0.0,0.2666666666666666,-1.0,-0.33333333333333337,1,"[""Roman Republic""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,703,How long was the city where the Yongle emperor greeted the person the Ming court thought the representatives were sent by the capitol of Yaxing Coach's headquarters location?,0.0,0.4,0,0.0,0.0,0.0,0.0,1,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0,[],1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Near East""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,708,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""HPD ARX-03""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,723,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""History of Georgia (U.S. state)""]",0.0,0,0.0,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,735,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,0.0,0.5,0,0.0,0.5,0.0,0.0,1,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,-0.16666666666666663,1,"[""Minnesota State Capitol""]",0.5,0,0.75,0,-1,1
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,736,"What county shares a border with the other county, that contains the city, where the singer of Hungry Eyes in the movie Dirty Dancing, was born?",0.0,0.5,0,0.0,0.0,0.0,0.0,1,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0,[],0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,752,When was the region that lies to the north of where Israel is located and where Shamal is located established?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Geography of Saudi Arabia""]",0.75,0,0.5,0,1,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Louis Chedid""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,785,"When did the maker of Acura Legend, the manufacturer of Scion Fuse and Nissan open US assembly plants?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Scion Fuse""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,0.0,0.0,0,0.0,0.5,0.0,0.0,1,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,805,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,1.0,1.0,0,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,"[""New York City""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Kaunas County""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,815,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Edward Fokczyński""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,826,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Mary, mother of Jesus""]",0.75,0,0.75,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Greifensee Castle""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,848,What does SEAL stand for in the branch of military that operates USS Mahan?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""USS Mahan (DDG-42)""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,863,In what region of the country where Lam Thao is located is John Phan's birthplace?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,875,When did the state that Frozen Run is located in reinstate the death penalty?,0.0,0.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1,"[""Gun laws in Pennsylvania""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,886,"What country is between Lithuania and the country many expelled French Jews relocated to, along with the country of citizenship of Marie Antoinette's mother?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Klejwy PGR""]",0.75,0,0.75,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,892,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Acura Legend""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,900,What year did the Governor of the city where Pacem in Terris' author died end?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Governor of Vatican City""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,901,Where does the body of water by the city where Write This Down was formed and Ohio River meet?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""New York City""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,902,What is the capital of the county that shares a border with the county where Don Werner was born?,0.0,0.0,0,1.0,1.0,0.0,0.0,1,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1,"[""Baranya County""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,908,When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?,0.0,0.16666666666666666,0,0.0,0.16666666666666666,0.0,0.0,1,0.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,-0.08333333333333334,1,"[""Opening Day""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,922,What major conflict is the country between the country that hosted the tournament and the country where That Dam is from known for?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""United States men's national soccer team""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,925,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Mary, mother of Jesus""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,943,In what region of the country where Lam Thao is located is the city where the Zone 5 Military Museum can be found?,0.0,0.0,0,0.0,0.5,0.0,0.0,1,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Casa Natal del General Santander""]",0.3333333333333333,0,0.3333333333333333,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,954,Who was a prominent figure at the radio division of the broadcast company that created the version of The Biggest Loser set in the country where Kelupis originated?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,979,When did the city where the manufacturer of Ten High is headquartered elect its first black mayor?,0.0,0.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1,"[""Aerotech Consumer Aerospace""]",0.3333333333333333,0,0.3333333333333333,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,984,Where did who argued that the country of citizenship of Victor Denisov had itself beome an imperialist power declare that he would intervene in the Korean conflict?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Korean War""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,997,"When did the maker of Acura Legend, the manufacturer of Lexus RX and Nissan open US assembly plants?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Acura Legend""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"[""Warsaw Pact"", ""Soviet Union in World War II""]",0.6666666666666666,0,0.6666666666666666,0,0,0
