dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
MuSiQue,musique,400,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,1,0,2,0,1,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Slavs"", ""Josip Broz Tito"", ""Ivo Werner"", ""United States Army""]","[""United States Army""]","[""Josip Broz Tito"", ""Ivo Werner"", ""Slavs""]","[""Josip Broz Tito"", ""Ivo Werner"", ""Slavs"", ""Czech Republic"", ""Slavs""]","[""Slavs"", ""Anti-aircraft warfare"", ""Ivo Werner"", ""Anti-aircraft warfare"", ""Josip Broz Tito""]","[""Slavs"", ""Anti-aircraft warfare"", ""Ivo Werner"", ""Anti-aircraft warfare""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,402,Who is the wife of the man who produced the documentary of the pop star who influenced Beyonce?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,2,1,2,0,1,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Liza and David"", ""Beyoncé"", ""Michael Jackson: The Life of an Icon""]","[""Liza and David""]","[""Michael Jackson: The Life of an Icon"", ""Beyoncé""]","[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Nine Days that Changed the World"", ""Beyoncé"", ""Beyoncé""]","[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Private Hell 36"", ""Beyoncé"", ""Nine Days that Changed the World""]","[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Private Hell 36"", ""Beyoncé""]","[""Michael Jackson: The Life of an Icon""]",0.0,0.0,0.0,0,0
MuSiQue,musique,413,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""List of best-selling automobiles"", ""1973 oil crisis"", ""Acura Legend""]","[""List of best-selling automobiles"", ""Acura Legend""]","[""1973 oil crisis"", ""Toyota""]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura EL""]","[""1973 oil crisis"", ""Acura Legend"", ""Toyota"", ""Acura RL"", ""Acura EL""]","[""1973 oil crisis"", ""Acura Legend"", ""Toyota""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,438,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,2,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union"", ""Steven Spielberg""]","[""Dissolution of the Soviet Union""]","[""Steven Spielberg"", ""Dissolution of the Soviet Union""]","[""Steven Spielberg"", ""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union"", ""Vyshnivets Palace"", ""Pidhirtsi Castle""]","[""Balfour Declaration"", ""Steven Spielberg"", ""Australia Day 2012 protests"", ""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union""]","[""Balfour Declaration"", ""Steven Spielberg"", ""Australia Day 2012 protests""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""Back of My Mind"", ""Warner Records"", ""Every Turn of the World""]","[""Back of My Mind"", ""Warner Records""]","[""Every Turn of the World"", ""The Return of the Fabulous Hofner Bluenotes""]","[""Every Turn of the World"", ""The Return of the Fabulous Hofner Bluenotes"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)"", ""Madonna (entertainer)""]","[""American Idol"", ""Every Turn of the World"", ""MCA Records"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)""]","[""American Idol"", ""Every Turn of the World"", ""MCA Records""]",[],0.4,0.0,-0.4,0,0
MuSiQue,musique,453,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,2,2,1,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Reformation"", ""Joseph Strickland"", ""Wittenberg (district)"", ""Mary, mother of Jesus""]","[""Reformation"", ""Mary, mother of Jesus""]","[""Joseph Strickland"", ""Wittenberg (district)"", ""Thuringia""]","[""Joseph Strickland"", ""Wittenberg (district)"", ""Thuringia"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]","[""States of Germany"", ""Mary, mother of Jesus"", ""Joseph Strickland"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[""States of Germany"", ""Mary, mother of Jesus""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,476,What does seal stand for in the seals of the service operating list of destroyer classes of the operator of USS Peril?,all_missing_gold_recovered_by_dbec,2,1,2,0,0,2,3,3,1,0,1,1,"[{""dbec_title"": ""List of destroyer classes of the Royal Navy"", ""missing_gold_title"": ""List of destroyer classes of the United States Navy""}]","{""gold_recovered_by_dbec_final"": 2}","[""List of destroyer classes of the United States Navy"", ""USS Peril (AM-272)"", ""United States Navy SEALs""]","[""List of destroyer classes of the United States Navy"", ""United States Navy SEALs""]","[""USS Peril (AM-272)"", ""HMS Seal (1897)""]","[""USS Peril (AM-272)"", ""HMS Seal (1897)"", ""United States Navy SEALs"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[""List of destroyer classes of the Royal Navy"", ""USS Peril (AM-272)"", ""United States Navy SEALs"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[""List of destroyer classes of the Royal Navy"", ""USS Peril (AM-272)""]",[],0.0,1.0,1.0,-1,1
MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""World Series"", ""New York Yankees""]","[""World Series"", ""New York Yankees""]","[""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""Los Angeles Dodgers""]","[""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""Los Angeles Dodgers"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]","[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]","[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders""]",[],1.0,1.0,0.0,0,0
MuSiQue,musique,493,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""List of Major League Baseball career hits leaders"", ""Cleveland Indians"", ""Jim Wilson (first baseman)""]","[""Cleveland Indians""]","[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders""]","[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders"", ""List of Wigan Warriors players"", ""Dugout (baseball)"", ""Dan Johnson (baseball)""]","[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders"", ""List of Wigan Warriors players"", ""Dugout (baseball)"", ""Dan Johnson (baseball)""]","[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders""]",[],1.0,1.0,0.0,0,0
MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""Myanmar"", ""2020 AFC U-23 Championship qualification"", ""A Don"", ""Geography of Myanmar""]","[""2020 AFC U-23 Championship qualification"", ""Geography of Myanmar""]","[""A Don"", ""Myanmar""]","[""A Don"", ""Myanmar"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]","[""Myanmar"", ""A Don"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]","[""Myanmar"", ""A Don""]",[],0.4,0.4,0.0,0,0
MuSiQue,musique,502,Who is the owner of the record label that the performer of Better Than Me is signed with?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Better Than Me (Terry Dexter song)"", ""Terry Dexter (album)"", ""Warner Records""]","[""Warner Records""]","[""Better Than Me (Terry Dexter song)"", ""Terry Dexter (album)""]","[""Better Than Me (Terry Dexter song)"", ""Terry Dexter (album)"", ""Roxy Recordings"", ""Sony Music"", ""American Idol""]","[""Better Than Me (Terry Dexter song)"", ""MCA Records"", ""Terry Dexter (album)"", ""Roxy Recordings"", ""Sony Music""]","[""Better Than Me (Terry Dexter song)"", ""MCA Records""]","[""Better Than Me (Terry Dexter song)""]",0.4,0.6667,0.26669999999999994,0,0
MuSiQue,musique,503,What is the administrative territorial entity that contains the location of Eric Marcus Municipal Airport PBS station?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Eric Marcus Municipal Airport"", ""Tucson, Arizona"", ""Pima County Natural Resources, Parks and Recreation""]","[""Pima County Natural Resources, Parks and Recreation""]","[""Eric Marcus Municipal Airport"", ""Tucson, Arizona""]","[""Eric Marcus Municipal Airport"", ""Tucson, Arizona"", ""LaBelle Municipal Airport"", ""Fremont Municipal Airport (Michigan)"", ""Pima County Natural Resources, Parks and Recreation""]","[""Eric Marcus Municipal Airport"", ""ISO 3166-2:AD"", ""LaBelle Municipal Airport"", ""Fremont Municipal Airport (Michigan)"", ""Pima County Natural Resources, Parks and Recreation""]","[""Eric Marcus Municipal Airport"", ""ISO 3166-2:AD""]",[],0.0,0.0,0.0,-1,1
MuSiQue,musique,515,Where did the arguer that Nadezhda Tkachenko's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,gold_absent_from_source_pool,2,0,1,0,1,1,3,4,1,0,2,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Olga Kuragina"", ""Imperialism"", ""Korean War""]","[""Olga Kuragina"", ""Imperialism""]","[""Korean War"", ""Zhdanov Doctrine""]","[""Korean War"", ""Zhdanov Doctrine"", ""Korean War"", ""Imperialism"", ""Korean War""]","[""Korean War"", ""Imperialism"", ""Sophia (robot)"", ""Korean War"", ""Korean War""]","[""Korean War"", ""Imperialism"", ""Sophia (robot)""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,520,What is the seat of the county sharing a border with the county in which Amy McKenzie was born?,gold_absent_from_source_pool,3,0,0,0,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 3}","[""Amy McKenzie"", ""Jerome Quinn"", ""John C. Petersen"", ""Pulaski High School""]","[""Jerome Quinn"", ""John C. Petersen"", ""Pulaski High School""]","[""Amy McKenzie"", ""Mecklenburg County, North Carolina"", ""Clarksville, Arkansas""]","[""Amy McKenzie"", ""Mecklenburg County, North Carolina"", ""Clarksville, Arkansas"", ""Anne Simonett"", ""Don Werner""]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County"", ""Mecklenburg County, North Carolina""]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?",gold_absent_from_source_pool,2,0,0,1,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_in_binding_candidates_not_selected"": 1}","[""Santa Monica, California"", ""The Right Stuff Records"", ""EmArcy Records"", ""Study in Brown""]","[""Santa Monica, California"", ""The Right Stuff Records""]","[""Study in Brown"", ""EmArcy Records"", ""Miami""]","[""Study in Brown"", ""EmArcy Records"", ""Miami"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown""]","[""EmArcy Records"", ""The Right Stuff Records"", ""Warner Records"", ""New York City"", ""Headquarters of the United Nations""]",0.0,0.5,0.5,0,0
MuSiQue,musique,545,In what region of the country where Lam Dong is located is John Phan's birthplace?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Lâm Đồng Province"", ""South Central Coast"", ""John Phan""]","[""South Central Coast""]","[""John Phan"", ""Lâm Đồng Province""]","[""John Phan"", ""Lâm Đồng Province"", ""South Central Coast"", ""Khánh Hòa Province"", ""Kon Tum Province""]","[""Central Highlands (Tasmania)"", ""Lâm Đồng Province"", ""John Phan"", ""South Central Coast"", ""Khánh Hòa Province""]","[""Central Highlands (Tasmania)"", ""Lâm Đồng Province""]","[""Lâm Đồng Province"", ""Khánh Hòa Province"", ""Central Highlands (Tasmania)""]",0.4,0.4,0.0,0,0
MuSiQue,musique,559,"What was Nintendo's limit on games per developer per year on the platform, also known by a three letter abbreviation, of the video game Xexyz?",all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,2,2,2,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Xexyz"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System""]","[""Nintendo Entertainment System""]","[""Xexyz"", ""Super Nintendo Entertainment System""]","[""Xexyz"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Philips CD-i""]","[""Xbox 360"", ""Nintendo La Rivista Ufficiale"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Nintendo Entertainment System""]","[""Xbox 360"", ""Nintendo La Rivista Ufficiale""]","[""Xbox 360""]",0.0,0.0,0.0,0,0
MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Kentucky Tavern"", ""Black people"", ""Sazerac""]","[""Black people"", ""Sazerac""]","[""Kentucky Tavern"", ""Detroit""]","[""Kentucky Tavern"", ""Detroit"", ""Black people"", ""Blanton's"", ""Ten High""]","[""New York City"", ""Kentucky Tavern"", ""Black people"", ""Detroit"", ""Blanton's""]","[""New York City"", ""Kentucky Tavern"", ""Black people""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""We Sweat Blood"", ""Danko Jones"", ""Casa Loma""]","[""We Sweat Blood"", ""Casa Loma""]","[""Danko Jones"", ""Baynard's Castle""]","[""Danko Jones"", ""Baynard's Castle"", ""We Sweat Blood"", ""Robert Fitz Richard"", ""Sound of Love""]","[""Danko Jones"", ""Stirling City Choir"", ""We Sweat Blood"", ""Baynard's Castle"", ""Robert Fitz Richard""]","[""Danko Jones"", ""Stirling City Choir"", ""We Sweat Blood""]","[""Danko Jones"", ""The Collection (1993 Blood, Sweat & Tears album)"", ""Stirling City Choir"", ""Seattle""]",0.0,0.0,0.0,0,0
MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,2,4,1,0,2,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Vladimir Rapoport"", ""Imperialism"", ""Korean War""]","[""Vladimir Rapoport"", ""Imperialism""]","[""Zhdanov Doctrine"", ""Korean War""]","[""Zhdanov Doctrine"", ""Korean War"", ""Imperialism"", ""Korean War"", ""Dwight D. Eisenhower""]","[""Korean War"", ""Imperialism"", ""Dwight D. Eisenhower"", ""Korean War"", ""Korean War""]","[""Korean War"", ""Imperialism""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,604,Arie Supriyatna's birth country was one participant in a Commission of Truth and Friendship. Who is the president of the other country that participated?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""Arie Supriyatna"", ""East Timor""]","[""Arie Supriyatna""]","[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""East Timor""]","[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""East Timor"", ""Arie Supriyatna"", ""Canadian Armed Forces"", ""Sumardi""]","[""Arie Supriyatna"", ""East Timor"", ""Indonesia–Timor Leste Commission of Truth and Friendship"", ""Canadian Armed Forces"", ""Sumardi""]","[""Arie Supriyatna"", ""East Timor"", ""Indonesia–Timor Leste Commission of Truth and Friendship""]","[""East Timor""]",0.0,1.0,1.0,0,0
MuSiQue,musique,608,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,gold_absent_from_source_pool,3,0,1,1,2,2,1,2,1,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 2}","[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""History of Austin, Texas"", ""Live and Beyond""]","[""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama"", ""Live and Beyond""]","[""Beyoncé"", ""History of Austin, Texas"", ""List of capitals in the United States""]","[""Beyoncé"", ""History of Austin, Texas"", ""List of capitals in the United States"", ""Live and Beyond"", ""Destiny's Child""]","[""Live from Austin, TX (Eric Johnson album)"", ""Primo Riccitelli"", ""Live and Beyond"", ""Beyoncé"", ""History of Austin, Texas""]","[""Live from Austin, TX (Eric Johnson album)"", ""Primo Riccitelli"", ""Live and Beyond""]","[""Live from Austin, TX (Eric Johnson album)"", ""Live from Austin, TX (Eric Johnson album)"", ""Primo Riccitelli""]",1.0,1.0,0.0,1,0
