dataset,base_dataset,query_index,question,gold_title,bucket,source_has_gold,source_gold_positions_json,source_best_gold_rank,rank_fill5_has_gold,binding_candidates_have_gold,dbec_greedy_path_has_gold,dbec_final_has_gold,setr_selected_count,gold_doc_count,requirement_count,dependent_req_count,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,rank_fill_positions_json,rank_fill_titles_json,dbec_final_positions_json,dbec_final_titles_json,dbec_greedy_path_positions_json,dbec_greedy_path_titles_json,binding_candidate_positions_json,binding_candidate_titles_json
MuSiQue,musique,402,Who is the wife of the man who produced the documentary of the pop star who influenced Beyonce?,Liza and David,gold_source_only_not_rank_or_dbec,1,[33],33,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Nine Days that Changed the World"", ""Beyoncé"", ""Beyoncé""]","[0, 6, 71, 1, 2]","[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Private Hell 36"", ""Beyoncé"", ""Nine Days that Changed the World""]","[0, 6, 71, 1]","[""Michael Jackson: The Life of an Icon"", ""Beyoncé"", ""Private Hell 36"", ""Beyoncé""]",[0],"[""Michael Jackson: The Life of an Icon""]"
MuSiQue,musique,413,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",List of best-selling automobiles,gold_source_only_not_rank_or_dbec,1,[12],12,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[0, 10, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura EL""]","[0, 1, 10, 2, 3]","[""1973 oil crisis"", ""Acura Legend"", ""Toyota"", ""Acura RL"", ""Acura EL""]","[0, 1, 10]","[""1973 oil crisis"", ""Acura Legend"", ""Toyota""]",[],[]
MuSiQue,musique,413,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",Acura Legend,gold_recovered_by_dbec_final,1,[1],1,1,0,1,1,2,3,2,1,0.0,0.0,0.0,"[0, 10, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura EL""]","[0, 1, 10, 2, 3]","[""1973 oil crisis"", ""Acura Legend"", ""Toyota"", ""Acura RL"", ""Acura EL""]","[0, 1, 10]","[""1973 oil crisis"", ""Acura Legend"", ""Toyota""]",[],[]
MuSiQue,musique,438,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,Dissolution of the Soviet Union,gold_recovered_by_dbec_final,1,"[1, 2, 78, 85]",1,1,0,0,1,2,3,3,2,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""Steven Spielberg"", ""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union"", ""Vyshnivets Palace"", ""Pidhirtsi Castle""]","[9, 0, 96, 1, 2]","[""Balfour Declaration"", ""Steven Spielberg"", ""Australia Day 2012 protests"", ""Dissolution of the Soviet Union"", ""Dissolution of the Soviet Union""]","[9, 0, 96]","[""Balfour Declaration"", ""Steven Spielberg"", ""Australia Day 2012 protests""]",[],[]
MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,Back of My Mind,gold_source_only_not_rank_or_dbec,1,[35],35,0,0,0,0,2,3,3,2,0.4,0.0,-0.4,"[0, 17, 1, 2, 3]","[""Every Turn of the World"", ""The Return of the Fabulous Hofner Bluenotes"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)"", ""Madonna (entertainer)""]","[9, 0, 14, 1, 2]","[""American Idol"", ""Every Turn of the World"", ""MCA Records"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)""]","[9, 0, 14]","[""American Idol"", ""Every Turn of the World"", ""MCA Records""]",[],[]
MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,Warner Records,gold_source_only_not_rank_or_dbec,1,[21],21,0,0,0,0,2,3,3,2,0.4,0.0,-0.4,"[0, 17, 1, 2, 3]","[""Every Turn of the World"", ""The Return of the Fabulous Hofner Bluenotes"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)"", ""Madonna (entertainer)""]","[9, 0, 14, 1, 2]","[""American Idol"", ""Every Turn of the World"", ""MCA Records"", ""Turn Me On (Mark Dinning song)"", ""Midnight Blue (Kenny Burrell album)""]","[9, 0, 14]","[""American Idol"", ""Every Turn of the World"", ""MCA Records""]",[],[]
MuSiQue,musique,453,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?",Reformation,gold_source_only_not_rank_or_dbec,1,[4],4,0,0,0,0,3,4,2,1,0.0,1.0,1.0,"[0, 3, 15, 1, 2]","[""Joseph Strickland"", ""Wittenberg (district)"", ""Thuringia"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]","[12, 1, 0, 2, 3]","[""States of Germany"", ""Mary, mother of Jesus"", ""Joseph Strickland"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[12, 1]","[""States of Germany"", ""Mary, mother of Jesus""]",[],[]
MuSiQue,musique,453,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?","Mary, mother of Jesus",gold_recovered_by_dbec_final,1,"[1, 2, 6, 29, 51, 57, 87]",1,1,0,1,1,3,4,2,1,0.0,1.0,1.0,"[0, 3, 15, 1, 2]","[""Joseph Strickland"", ""Wittenberg (district)"", ""Thuringia"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]","[12, 1, 0, 2, 3]","[""States of Germany"", ""Mary, mother of Jesus"", ""Joseph Strickland"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[12, 1]","[""States of Germany"", ""Mary, mother of Jesus""]",[],[]
MuSiQue,musique,476,What does seal stand for in the seals of the service operating list of destroyer classes of the operator of USS Peril?,List of destroyer classes of the United States Navy,gold_recovered_by_dbec_final,1,[3],3,1,0,0,1,2,3,3,2,0.0,1.0,1.0,"[1, 8, 0, 2, 3]","[""USS Peril (AM-272)"", ""HMS Seal (1897)"", ""United States Navy SEALs"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[4, 1, 0, 2, 3]","[""List of destroyer classes of the Royal Navy"", ""USS Peril (AM-272)"", ""United States Navy SEALs"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[4, 1]","[""List of destroyer classes of the Royal Navy"", ""USS Peril (AM-272)""]",[],[]
MuSiQue,musique,476,What does seal stand for in the seals of the service operating list of destroyer classes of the operator of USS Peril?,United States Navy SEALs,gold_recovered_by_dbec_final,1,"[0, 2]",0,1,0,0,1,2,3,3,2,0.0,1.0,1.0,"[1, 8, 0, 2, 3]","[""USS Peril (AM-272)"", ""HMS Seal (1897)"", ""United States Navy SEALs"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[4, 1, 0, 2, 3]","[""List of destroyer classes of the Royal Navy"", ""USS Peril (AM-272)"", ""United States Navy SEALs"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[4, 1]","[""List of destroyer classes of the Royal Navy"", ""USS Peril (AM-272)""]",[],[]
MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,World Series,gold_source_only_not_rank_or_dbec,1,"[6, 10, 11]",6,0,0,0,0,3,4,3,2,1.0,1.0,0.0,"[1, 9, 16, 0, 2]","[""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""Los Angeles Dodgers"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]","[23, 1, 9, 0, 2]","[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]","[23, 1, 9]","[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders""]",[],[]
MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,New York Yankees,gold_source_only_not_rank_or_dbec,1,"[39, 40]",39,0,0,0,0,3,4,3,2,1.0,1.0,0.0,"[1, 9, 16, 0, 2]","[""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""Los Angeles Dodgers"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]","[23, 1, 9, 0, 2]","[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders"", ""List of Major League Baseball single-game hits leaders"", ""NBA Most Valuable Player Award""]","[23, 1, 9]","[""Sports league ranking"", ""Major League Baseball Most Valuable Player Award"", ""List of Major League Baseball career hits leaders""]",[],[]
MuSiQue,musique,493,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,Cleveland Indians,gold_source_only_not_rank_or_dbec,1,[51],51,0,0,0,0,2,3,2,1,1.0,1.0,0.0,"[0, 11, 1, 2, 3]","[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders"", ""List of Wigan Warriors players"", ""Dugout (baseball)"", ""Dan Johnson (baseball)""]","[0, 11, 1, 2, 3]","[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders"", ""List of Wigan Warriors players"", ""Dugout (baseball)"", ""Dan Johnson (baseball)""]","[0, 11]","[""Jim Wilson (first baseman)"", ""List of Major League Baseball career hits leaders""]",[],[]
MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,2020 AFC U-23 Championship qualification,gold_source_only_not_rank_or_dbec,1,[9],9,0,0,0,0,2,4,2,1,0.4,0.4,0.0,"[1, 4, 0, 2, 3]","[""A Don"", ""Myanmar"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]","[4, 1, 0, 2, 3]","[""Myanmar"", ""A Don"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]","[4, 1]","[""Myanmar"", ""A Don""]",[],[]
MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,Geography of Myanmar,gold_source_only_not_rank_or_dbec,1,[11],11,0,0,0,0,2,4,2,1,0.4,0.4,0.0,"[1, 4, 0, 2, 3]","[""A Don"", ""Myanmar"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]","[4, 1, 0, 2, 3]","[""Myanmar"", ""A Don"", ""2016 FIFA Club World Cup"", ""A Lim"", ""A Kiom""]","[4, 1]","[""Myanmar"", ""A Don""]",[],[]
MuSiQue,musique,502,Who is the owner of the record label that the performer of Better Than Me is signed with?,Warner Records,gold_source_only_not_rank_or_dbec,1,[31],31,0,0,0,0,2,3,3,2,0.4,0.6667,0.26669999999999994,"[0, 1, 2, 3, 4]","[""Better Than Me (Terry Dexter song)"", ""Terry Dexter (album)"", ""Roxy Recordings"", ""Sony Music"", ""American Idol""]","[0, 5, 1, 2, 3]","[""Better Than Me (Terry Dexter song)"", ""MCA Records"", ""Terry Dexter (album)"", ""Roxy Recordings"", ""Sony Music""]","[0, 5]","[""Better Than Me (Terry Dexter song)"", ""MCA Records""]",[0],"[""Better Than Me (Terry Dexter song)""]"
MuSiQue,musique,503,What is the administrative territorial entity that contains the location of Eric Marcus Municipal Airport PBS station?,"Pima County Natural Resources, Parks and Recreation",gold_recovered_by_dbec_final,1,[3],3,1,0,0,1,2,3,2,1,0.0,0.0,0.0,"[0, 9, 1, 2, 3]","[""Eric Marcus Municipal Airport"", ""Tucson, Arizona"", ""LaBelle Municipal Airport"", ""Fremont Municipal Airport (Michigan)"", ""Pima County Natural Resources, Parks and Recreation""]","[0, 69, 1, 2, 3]","[""Eric Marcus Municipal Airport"", ""ISO 3166-2:AD"", ""LaBelle Municipal Airport"", ""Fremont Municipal Airport (Michigan)"", ""Pima County Natural Resources, Parks and Recreation""]","[0, 69]","[""Eric Marcus Municipal Airport"", ""ISO 3166-2:AD""]",[],[]
MuSiQue,musique,515,Where did the arguer that Nadezhda Tkachenko's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,Olga Kuragina,gold_absent_from_source_pool,0,[],,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[6, 18, 0, 1, 2]","[""Korean War"", ""Zhdanov Doctrine"", ""Korean War"", ""Imperialism"", ""Korean War""]","[0, 1, 89, 2, 3]","[""Korean War"", ""Imperialism"", ""Sophia (robot)"", ""Korean War"", ""Korean War""]","[0, 1, 89]","[""Korean War"", ""Imperialism"", ""Sophia (robot)""]",[],[]
MuSiQue,musique,515,Where did the arguer that Nadezhda Tkachenko's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,gold_recovered_by_dbec_final,1,"[1, 26, 51, 81]",1,1,0,1,1,2,3,3,2,0.0,0.0,0.0,"[6, 18, 0, 1, 2]","[""Korean War"", ""Zhdanov Doctrine"", ""Korean War"", ""Imperialism"", ""Korean War""]","[0, 1, 89, 2, 3]","[""Korean War"", ""Imperialism"", ""Sophia (robot)"", ""Korean War"", ""Korean War""]","[0, 1, 89]","[""Korean War"", ""Imperialism"", ""Sophia (robot)""]",[],[]
MuSiQue,musique,520,What is the seat of the county sharing a border with the county in which Amy McKenzie was born?,Jerome Quinn,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,2,0.0,1.0,1.0,"[0, 1, 18, 2, 3]","[""Amy McKenzie"", ""Mecklenburg County, North Carolina"", ""Clarksville, Arkansas"", ""Anne Simonett"", ""Don Werner""]","[58, 0, 6, 13, 1]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County"", ""Mecklenburg County, North Carolina""]","[58, 0, 6, 13]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County""]",[],[]
MuSiQue,musique,520,What is the seat of the county sharing a border with the county in which Amy McKenzie was born?,John C. Petersen,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,2,0.0,1.0,1.0,"[0, 1, 18, 2, 3]","[""Amy McKenzie"", ""Mecklenburg County, North Carolina"", ""Clarksville, Arkansas"", ""Anne Simonett"", ""Don Werner""]","[58, 0, 6, 13, 1]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County"", ""Mecklenburg County, North Carolina""]","[58, 0, 6, 13]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County""]",[],[]
MuSiQue,musique,520,What is the seat of the county sharing a border with the county in which Amy McKenzie was born?,Pulaski High School,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,2,0.0,1.0,1.0,"[0, 1, 18, 2, 3]","[""Amy McKenzie"", ""Mecklenburg County, North Carolina"", ""Clarksville, Arkansas"", ""Anne Simonett"", ""Don Werner""]","[58, 0, 6, 13, 1]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County"", ""Mecklenburg County, North Carolina""]","[58, 0, 6, 13]","[""Kaunas County"", ""Amy McKenzie"", ""Baranya County"", ""Biłgoraj County""]",[],[]
MuSiQue,musique,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?","Santa Monica, California",gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,2,0.0,0.5,0.5,"[0, 1, 17, 2, 3]","[""Study in Brown"", ""EmArcy Records"", ""Miami"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[1, 23, 0, 2, 3]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[1, 23, 0]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown""]","[1, 5, 7, 96, 79]","[""EmArcy Records"", ""The Right Stuff Records"", ""Warner Records"", ""New York City"", ""Headquarters of the United Nations""]"
MuSiQue,musique,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?",The Right Stuff Records,gold_in_binding_candidates_not_selected,1,[5],5,0,1,0,0,3,4,3,2,0.0,0.5,0.5,"[0, 1, 17, 2, 3]","[""Study in Brown"", ""EmArcy Records"", ""Miami"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[1, 23, 0, 2, 3]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown"", ""Jam Session (album)"", ""Brown and Roach Incorporated""]","[1, 23, 0]","[""EmArcy Records"", ""New York City (You're a Woman)"", ""Study in Brown""]","[1, 5, 7, 96, 79]","[""EmArcy Records"", ""The Right Stuff Records"", ""Warner Records"", ""New York City"", ""Headquarters of the United Nations""]"
MuSiQue,musique,545,In what region of the country where Lam Dong is located is John Phan's birthplace?,South Central Coast,gold_recovered_by_dbec_final,1,[2],2,1,0,0,1,2,3,2,1,0.4,0.4,0.0,"[0, 1, 2, 3, 4]","[""John Phan"", ""Lâm Đồng Province"", ""South Central Coast"", ""Khánh Hòa Province"", ""Kon Tum Province""]","[64, 1, 0, 2, 3]","[""Central Highlands (Tasmania)"", ""Lâm Đồng Province"", ""John Phan"", ""South Central Coast"", ""Khánh Hòa Province""]","[64, 1]","[""Central Highlands (Tasmania)"", ""Lâm Đồng Province""]","[1, 3, 64]","[""Lâm Đồng Province"", ""Khánh Hòa Province"", ""Central Highlands (Tasmania)""]"
MuSiQue,musique,559,"What was Nintendo's limit on games per developer per year on the platform, also known by a three letter abbreviation, of the video game Xexyz?",Nintendo Entertainment System,gold_recovered_by_dbec_final,1,"[1, 2, 9, 42]",1,1,0,0,1,2,3,2,1,0.0,0.0,0.0,"[3, 0, 1, 2, 4]","[""Xexyz"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Philips CD-i""]","[5, 13, 0, 1, 2]","[""Xbox 360"", ""Nintendo La Rivista Ufficiale"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System"", ""Nintendo Entertainment System""]","[5, 13]","[""Xbox 360"", ""Nintendo La Rivista Ufficiale""]",[5],"[""Xbox 360""]"
MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Black people,gold_recovered_by_dbec_final,1,"[2, 73]",2,1,0,1,1,2,3,2,1,0.0,1.0,1.0,"[1, 0, 2, 3, 4]","[""Kentucky Tavern"", ""Detroit"", ""Black people"", ""Blanton's"", ""Ten High""]","[10, 1, 2, 0, 3]","[""New York City"", ""Kentucky Tavern"", ""Black people"", ""Detroit"", ""Blanton's""]","[10, 1, 2]","[""New York City"", ""Kentucky Tavern"", ""Black people""]",[],[]
MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,gold_source_only_not_rank_or_dbec,1,[7],7,0,0,0,0,2,3,2,1,0.0,1.0,1.0,"[1, 0, 2, 3, 4]","[""Kentucky Tavern"", ""Detroit"", ""Black people"", ""Blanton's"", ""Ten High""]","[10, 1, 2, 0, 3]","[""New York City"", ""Kentucky Tavern"", ""Black people"", ""Detroit"", ""Blanton's""]","[10, 1, 2]","[""New York City"", ""Kentucky Tavern"", ""Black people""]",[],[]
MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,We Sweat Blood,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,3,2,0.0,0.0,0.0,"[3, 1, 0, 2, 4]","[""Danko Jones"", ""Baynard's Castle"", ""We Sweat Blood"", ""Robert Fitz Richard"", ""Sound of Love""]","[3, 67, 0, 1, 2]","[""Danko Jones"", ""Stirling City Choir"", ""We Sweat Blood"", ""Baynard's Castle"", ""Robert Fitz Richard""]","[3, 67, 0]","[""Danko Jones"", ""Stirling City Choir"", ""We Sweat Blood""]","[3, 7, 67, 79]","[""Danko Jones"", ""The Collection (1993 Blood, Sweat & Tears album)"", ""Stirling City Choir"", ""Seattle""]"
MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,gold_source_only_not_rank_or_dbec,1,[68],68,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[3, 1, 0, 2, 4]","[""Danko Jones"", ""Baynard's Castle"", ""We Sweat Blood"", ""Robert Fitz Richard"", ""Sound of Love""]","[3, 67, 0, 1, 2]","[""Danko Jones"", ""Stirling City Choir"", ""We Sweat Blood"", ""Baynard's Castle"", ""Robert Fitz Richard""]","[3, 67, 0]","[""Danko Jones"", ""Stirling City Choir"", ""We Sweat Blood""]","[3, 7, 67, 79]","[""Danko Jones"", ""The Collection (1993 Blood, Sweat & Tears album)"", ""Stirling City Choir"", ""Seattle""]"
MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,gold_source_only_not_rank_or_dbec,1,[23],23,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[15, 7, 0, 1, 2]","[""Zhdanov Doctrine"", ""Korean War"", ""Imperialism"", ""Korean War"", ""Dwight D. Eisenhower""]","[1, 0, 2, 3, 4]","[""Korean War"", ""Imperialism"", ""Dwight D. Eisenhower"", ""Korean War"", ""Korean War""]","[1, 0]","[""Korean War"", ""Imperialism""]",[],[]
